Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.640,3.671,1.819,0.019,0.019,--,0.022,0.993,0.059,0.987,0.000,0.981,ref
O+S,0.640,2.045,1.436,0.019,0.019,1.000,0.022,0.992,0.053,0.987,0.070,0.981,0.031
O+D,0.639,1.754,1.372,0.019,0.019,1.000,0.021,0.991,0.049,0.987,0.012,0.981,-0.070
O+S+D,0.635,1.143,1.226,0.019,0.019,1.000,0.021,0.991,0.046,0.986,0.032,0.981,-0.133
