Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.612,-2.271,0.577,0.004,--,0.996,--,0.996,--,0.996,--,0.996,ref
O+Q,0.981,1.150,1.303,0.003,0.067,0.997,0.142,0.997,0.166,0.997,0.332,0.997,1.717
S,0.726,-0.894,0.831,0.004,--,0.996,--,0.996,--,0.996,--,0.996,-0.107
O+S,0.661,-1.846,0.651,0.004,0.332,0.997,--,0.996,--,0.996,--,0.996,0.216
O+Q+S,0.979,1.185,1.315,0.003,0.104,0.998,0.153,0.997,0.110,0.997,0.498,0.997,1.660
