Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.621,-0.787,0.733,0.019,0.021,0.992,0.023,0.988,0.036,0.984,--,0.981,ref
O+Q,0.655,-0.069,0.906,0.019,0.021,0.993,0.025,0.990,0.034,0.985,0.000,0.981,0.377
S,0.583,0.176,0.972,0.019,0.019,1.000,0.023,0.991,0.032,0.983,--,0.981,-0.257
O+S,0.600,-0.972,0.689,0.019,0.021,0.997,0.024,0.989,0.031,0.983,0.000,0.981,-0.186
O+Q+S,0.632,-0.325,0.846,0.019,0.021,0.996,0.026,0.992,0.031,0.984,0.118,0.981,0.001
