,Feature,Gain
38,FrequencyDispersion_percentile_15,31.645240783691406
35,FrequencyDispersion_means,24.269258499145508
0,ageaccel,21.59038543701172
28,F95_means,17.6522274017334
40,FrequencyDispersion_percentile_85,17.46443748474121
14,RMS_stds,15.483431816101074
39,FrequencyDispersion_percentile_50,15.419429779052734
37,FrequencyDispersion_percentile_5,13.373441696166992
46,ExplainedVar_PC1_percentile_99,13.194395065307617
42,FrequencyDispersion_percentile_99,11.817806243896484
30,F95_percentile_50,10.923068046569824
23,PWR_percentile_99,10.75620174407959
43,ExplainedVar_PC1_means,10.755465507507324
44,ExplainedVar_PC1_stds,10.583436965942383
19,RangeA_percentile_99,10.393965721130371
17,Path_percentile_15,8.979458808898926
2,EDUC,8.823379516601562
41,FrequencyDispersion_percentile_95,8.726468086242676
47,ExplainedVar_PC2_stds,8.703131675720215
26,F50_percentile_85,8.460783004760742
15,RMS_percentile_95,8.430729866027832
33,CentroidFrequency_percentile_5,8.215787887573242
27,F50_percentile_99,8.185606956481934
11,MedianDistance_percentile_85,8.183281898498535
36,FrequencyDispersion_stds,7.876467227935791
1,bmi,7.8720316886901855
18,RangeA_percentile_95,7.861293315887451
45,ExplainedVar_PC1_percentile_85,7.811406135559082
34,CentroidFrequency_percentile_85,7.7099738121032715
50,ExplainedVar_PC3_percentile_85,7.471465110778809
7,MedianZ_MAD_means,7.456016540527344
31,F95_percentile_99,7.428474426269531
13,MedianDistance_percentile_99,7.316728591918945
6,MedianX_MAD_percentile_99,7.262742042541504
29,F95_percentile_5,7.2605085372924805
4,MedianX_MAD_percentile_85,7.219959735870361
24,F50_means,7.219480514526367
9,MedianZ_MAD_percentile_99,7.0675506591796875
8,MedianZ_MAD_percentile_50,7.066310405731201
48,ExplainedVar_PC3_stds,6.835720062255859
51,n_winds_norm,6.824629306793213
16,RMS_percentile_99,6.707738399505615
12,MedianDistance_percentile_95,6.618809700012207
5,MedianX_MAD_percentile_95,6.606471538543701
20,RangeB_means,6.5251665115356445
49,ExplainedVar_PC3_percentile_5,6.468766689300537
25,F50_stds,6.3458476066589355
32,CentroidFrequency_means,6.335128307342529
10,MedianDistance_stds,6.315169811248779
22,PWR_means,6.0723557472229
52,sem_spm,5.750646114349365
21,MedianFrequency_percentile_99,5.550485610961914
3,MedianX_MAD_percentile_50,4.988480091094971
