,Feature,Gain
19,first_fall_pre,63.482688903808594
7,SF12_lifting,34.90824508666992
13,SF12_limitedwork,31.306156158447266
11,SF12_cut_time,28.6557559967041
0,ageaccel,24.62278175354004
48,FrequencyDispersion_percentile_85,22.695049285888672
49,FrequencyDispersion_percentile_95,22.30495834350586
41,F95_means,18.72335433959961
6,SF12_modact,18.155155181884766
17,SF12_soc_act,17.95757293701172
16,SF12_energy,17.758769989013672
1,bmi,16.77927017211914
9,SF12_walkblocks,16.062875747680664
20,n_falls_pre,15.905084609985352
5,SF12_vigact,15.745863914489746
25,MedianDistance_percentile_15,13.87867259979248
15,SF12_pain,13.867868423461914
27,RMS_percentile_50,11.639963150024414
39,PWR_percentile_50,11.39155101776123
51,ExplainedVar_PC1_percentile_50,11.238435745239258
35,MedianFrequency_percentile_50,10.594844818115234
8,SF12_walkmile,10.536376953125
50,ExplainedVar_PC1_stds,10.093975067138672
12,SF12_phys_accless,9.692107200622559
44,CentroidFrequency_percentile_5,9.66932487487793
18,jogging,9.444694519042969
21,MedianX_MAD_percentile_15,9.430437088012695
2,weight,9.34004020690918
53,ExplainedVar_PC3_percentile_5,9.338676452636719
46,FrequencyDispersion_percentile_5,9.22799015045166
38,PWR_percentile_15,9.092470169067383
4,had_jointyrs_time,9.057672500610352
55,mean_spm,9.016742706298828
47,FrequencyDispersion_percentile_15,8.848228454589844
34,MedianFrequency_percentile_15,8.749960899353027
32,RangeB_percentile_50,8.584329605102539
40,F50_percentile_85,8.521122932434082
14,SF12_emot_accless,8.357044219970703
30,Area_stds,8.297348976135254
57,had_parkyrs_time,8.075623512268066
54,n_winds_norm,7.859469890594482
33,MedianFrequency_means,7.848577499389648
31,RangeB_stds,7.815762996673584
37,PWR_stds,7.755259037017822
29,Path_percentile_99,7.718213081359863
24,MedianDistance_percentile_5,7.7103095054626465
23,MedianZ_MAD_percentile_85,7.614702224731445
36,PWR_means,7.493091583251953
28,Path_percentile_85,7.376023769378662
3,heightbs,7.346208095550537
26,RMS_percentile_15,7.33985710144043
10,SF12_walkblock,7.254975318908691
52,ExplainedVar_PC3_stds,7.074553489685059
56,mean_std_spm,7.06633996963501
42,F95_percentile_15,6.991140365600586
22,MedianX_MAD_percentile_85,6.939307689666748
43,CentroidFrequency_means,6.888214588165283
45,FrequencyDispersion_stds,6.0529704093933105
