,Feature,Gain
22,RMS_percentile_99,30.3184871673584
62,ExplainedVar_PC1_percentile_85,23.242115020751953
0,ageaccel,22.336389541625977
47,F95_percentile_85,20.106245040893555
63,ExplainedVar_PC1_percentile_99,13.227422714233398
58,FrequencyDispersion_percentile_95,13.075456619262695
59,FrequencyDispersion_percentile_99,12.40377426147461
52,FrequencyDispersion_means,11.800243377685547
46,F95_means,11.103483200073242
12,MedianX_MAD_percentile_99,10.694857597351074
56,FrequencyDispersion_percentile_50,10.559683799743652
55,FrequencyDispersion_percentile_15,10.336828231811523
41,PWR_percentile_99,10.141570091247559
64,ExplainedVar_PC2_stds,9.733418464660645
69,ExplainedVar_PC3_means,9.70400619506836
57,FrequencyDispersion_percentile_85,9.461260795593262
31,RangeA_percentile_99,9.201202392578125
54,FrequencyDispersion_percentile_5,8.6729097366333
38,PWR_stds,8.669670104980469
30,RangeA_percentile_95,8.481342315673828
15,MedianZ_MAD_percentile_95,8.367897987365723
67,ExplainedVar_PC2_percentile_50,8.19313907623291
34,MedianFrequency_means,8.117154121398926
74,mean_spm,8.066314697265625
28,RangeA_percentile_15,8.029302597045898
29,RangeA_percentile_85,7.831588268280029
42,F50_stds,7.809882164001465
17,MedianDistance_stds,7.789796829223633
25,Area_means,7.695562362670898
3,weight,7.6451592445373535
24,Path_percentile_15,7.590230464935303
11,MedianX_MAD_percentile_95,7.472698211669922
39,PWR_percentile_50,7.431891441345215
19,MedianDistance_percentile_85,7.345437049865723
43,F50_percentile_5,7.262117862701416
36,MedianFrequency_percentile_15,7.256519317626953
61,ExplainedVar_PC1_stds,7.243241786956787
10,MedianX_MAD_percentile_85,7.2246551513671875
53,FrequencyDispersion_stds,7.213127136230469
45,F50_percentile_99,7.115321636199951
1,bmi,7.040835857391357
48,F95_percentile_99,7.002355575561523
14,MedianZ_MAD_percentile_15,6.935299396514893
20,RMS_percentile_85,6.840386867523193
21,RMS_percentile_95,6.799592971801758
4,heightbs,6.761251926422119
65,ExplainedVar_PC2_percentile_5,6.708427906036377
13,MedianZ_MAD_stds,6.6454596519470215
27,RangeA_stds,6.549385070800781
35,MedianFrequency_percentile_5,6.539784908294678
73,n_winds_norm,6.534939765930176
32,RangeB_means,6.509251117706299
50,CentroidFrequency_percentile_85,6.450650691986084
8,MedianX_MAD_percentile_5,6.443719863891602
75,sem_spm,6.409424781799316
23,Path_stds,6.3958330154418945
9,MedianX_MAD_percentile_50,6.348635196685791
71,ExplainedVar_PC3_percentile_50,6.31801700592041
44,F50_percentile_50,6.3010149002075195
60,ExplainedVar_PC1_means,6.298220157623291
37,MedianFrequency_percentile_50,6.2674784660339355
18,MedianDistance_percentile_15,6.109236717224121
2,histhtn,6.0836992263793945
70,ExplainedVar_PC3_percentile_5,6.050633907318115
6,total_steps_norm,6.031284332275391
49,CentroidFrequency_stds,5.981121063232422
72,ExplainedVar_PC3_percentile_99,5.973883152008057
33,RangeB_percentile_5,5.8919596672058105
16,MedianZ_MAD_percentile_99,5.889272689819336
5,had_jointyrs_time,5.82253360748291
26,Area_percentile_15,5.658008098602295
66,ExplainedVar_PC2_percentile_15,5.643184661865234
40,PWR_percentile_95,5.560837745666504
51,CentroidFrequency_percentile_99,5.2525835037231445
68,ExplainedVar_PC2_percentile_85,5.242417335510254
7,MedianX_MAD_stds,4.0220232009887695
