,Feature,Gain
51,RangeA_stds,20.965463638305664
44,RMS_percentile_99,20.872318267822266
49,Area_stds,13.018637657165527
85,FrequencyDispersion_percentile_95,12.169401168823242
79,CentroidFrequency_percentile_5,11.624629020690918
66,PWR_stds,11.293220520019531
10,SF12_vigact,11.040346145629883
19,SF12_felt_down,9.985895156860352
76,F95_percentile_95,9.983054161071777
102,mean_spm,9.730982780456543
15,SF12_phys_accless,9.444133758544922
41,RMS_stds,9.083080291748047
86,FrequencyDispersion_percentile_99,8.721338272094727
34,MedianZ_MAD_percentile_99,8.585249900817871
103,mean_std_spm,8.369882583618164
92,ExplainedVar_PC2_percentile_5,8.14572525024414
98,ExplainedVar_PC3_percentile_85,8.128007888793945
11,SF12_modact,7.950677394866943
63,MedianFrequency_percentile_50,7.701332092285156
40,MedianDistance_percentile_99,7.615932941436768
75,F95_percentile_85,7.551187038421631
94,ExplainedVar_PC2_percentile_85,7.484487056732178
6,had_jointyrs_time,7.461490631103516
95,ExplainedVar_PC3_means,7.38262939453125
93,ExplainedVar_PC2_percentile_15,7.320605754852295
14,SF12_cut_time,7.282236576080322
60,MedianFrequency_stds,7.258454322814941
20,tmethrst,7.190046787261963
91,ExplainedVar_PC2_means,7.079805850982666
61,MedianFrequency_percentile_5,7.037712574005127
57,RangeB_percentile_15,7.0285749435424805
64,MedianFrequency_percentile_85,6.934202194213867
12,SF12_bending,6.888474941253662
7,total_steps_norm,6.862048625946045
38,MedianDistance_percentile_50,6.832184314727783
78,CentroidFrequency_means,6.78492546081543
97,ExplainedVar_PC3_percentile_50,6.7707953453063965
18,SF12_energy,6.715301513671875
73,F95_stds,6.709009170532227
30,MedianZ_MAD_stds,6.623758792877197
69,PWR_percentile_95,6.597501754760742
54,RangeA_percentile_99,6.535833835601807
90,ExplainedVar_PC1_percentile_95,6.498623371124268
17,SF12_pain,6.490171909332275
36,MedianDistance_stds,6.405643939971924
70,PWR_percentile_99,6.298125267028809
1,bmi,6.2368035316467285
62,MedianFrequency_percentile_15,6.2308149337768555
46,Path_percentile_15,6.220758438110352
23,alcuse,6.216001987457275
58,RangeB_percentile_50,6.194015026092529
4,heightbs,6.181338310241699
65,PWR_means,6.181063652038574
77,F95_percentile_99,6.180344104766846
9,sit_hometv,6.173413276672363
87,ExplainedVar_PC1_means,6.136386871337891
33,MedianZ_MAD_percentile_50,6.130175590515137
53,RangeA_percentile_15,6.085090637207031
2,histhtn,6.065760135650635
16,SF12_emot_accless,5.942401885986328
32,MedianZ_MAD_percentile_15,5.902955532073975
80,CentroidFrequency_percentile_50,5.890686988830566
81,CentroidFrequency_percentile_85,5.8801422119140625
42,RMS_percentile_5,5.866898536682129
72,F95_means,5.864727973937988
0,ageaccel,5.837768077850342
96,ExplainedVar_PC3_percentile_5,5.836736679077148
52,RangeA_percentile_5,5.794379234313965
89,ExplainedVar_PC1_percentile_85,5.768215179443359
104,sem_spm,5.757994174957275
13,SF12_walkmile,5.719664096832275
5,EDUC,5.680446624755859
45,Path_percentile_5,5.639936447143555
39,MedianDistance_percentile_95,5.635488986968994
55,RangeB_stds,5.58651876449585
48,Path_percentile_99,5.582123756408691
83,FrequencyDispersion_means,5.535555362701416
43,RMS_percentile_15,5.495392322540283
88,ExplainedVar_PC1_stds,5.459163665771484
28,MedianX_MAD_percentile_95,5.455516338348389
21,aerobic,5.452620029449463
47,Path_percentile_85,5.42511510848999
67,PWR_percentile_5,5.419957160949707
27,MedianX_MAD_percentile_85,5.411693572998047
3,weight,5.408025741577148
74,F95_percentile_50,5.3922929763793945
101,n_winds_norm,5.369760036468506
99,ExplainedVar_PC3_percentile_95,5.336033821105957
71,F50_means,5.335876941680908
22,walking,5.321428298950195
8,n_days_wear,5.320379734039307
25,MedianX_MAD_percentile_5,5.318047046661377
29,MedianX_MAD_percentile_99,5.149516582489014
31,MedianZ_MAD_percentile_5,5.132152080535889
59,RangeB_percentile_99,5.010351181030273
56,RangeB_percentile_5,4.934137344360352
26,MedianX_MAD_percentile_15,4.845025062561035
84,FrequencyDispersion_percentile_15,4.79280948638916
82,CentroidFrequency_percentile_99,4.789125919342041
24,first_fall_pre,4.670102596282959
35,MedianDistance_means,4.555960178375244
100,ExplainedVar_PC3_percentile_99,4.519711017608643
50,Area_percentile_5,4.498081207275391
68,PWR_percentile_85,4.4264140129089355
37,MedianDistance_percentile_5,4.214541435241699
