,Feature,Gain
15,SF12_cut_time,8.706941604614258
11,SF12_modact,8.492897987365723
16,SF12_phys_accless,8.370994567871094
13,SF12_walkmile,7.753844261169434
18,SF12_energy,7.401358604431152
19,SF12_felt_down,6.986766815185547
17,SF12_felt_calm,5.6870622634887695
1,ageaccel,5.6550750732421875
27,genhealth,5.622843265533447
12,SF12_bending,5.592473983764648
3,histhtn,5.469393730163574
28,alcuse,5.041044235229492
7,total_steps_norm,4.983726501464844
4,weight,4.823884963989258
9,sit_hometv,4.780920028686523
20,tmethrst,4.642385959625244
2,bmi,4.63361930847168
10,sithome,4.59748649597168
25,lifting,4.557007312774658
29,first_fall_pre,4.467765808105469
23,biking,4.325235366821289
0,RACE,4.155686378479004
8,sit_work,4.1431989669799805
6,had_jointyrs_time,4.053638458251953
5,EDUC,3.868171215057373
21,walkpace,3.713371753692627
22,stairclimb,3.6427199840545654
26,othrexer,3.6199445724487305
14,SF12_walkblock,3.136606454849243
24,aerobic,2.964932441711426
