threshold,strategy,net_benefit,model
0.005,O,0.013222088723556038,O
0.01,O,0.008889674289724571,O
0.015,O,0.005724397683436447,O
0.02,O,0.0032671363957551287,O
0.025,O,0.002392669090646513,O
0.03,O,0.0019336595757810495,O
0.035,O,0.0006685960303973821,O
0.04,O,0.0001589066214184795,O
0.045,O,-0.00039271230694696256,O
0.05,O,-0.0006704732838455139,O
0.055,O,-0.00042429737071937243,O
0.06,O,-0.0006087967475907212,O
0.065,O,-0.00043806430296676756,O
0.07,O,-0.0003495353675228698,O
0.075,O,-0.00019191654819624584,O
0.08,O,-0.0001568916880036568,O
0.085,O,-8.016050725869899e-05,O
0.09,O,-6.206704140804006e-05,O
0.095,O,-3.2938586431706955e-05,O
0.1,O,-8.716204889092047e-06,O
0.005,Treat all,0.013238006505643975,O
0.01,Treat all,0.008254360073854296,O
0.015,Treat all,0.003220118246818027,O
0.02,Treat all,-0.0018654933947798436,O
0.025,Treat all,-0.007003265155778714,O
0.03,Treat all,-0.012194003635963142,O
0.035,Treat all,-0.01743853215221166,O
0.04,Treat all,-0.02273769117383776,O
0.045,Treat all,-0.028092338771606544,O
0.05,Treat all,-0.03350335108093079,O
0.055,Treat all,-0.038971622779771696,O
0.06,Treat all,-0.04449806758179175,O
0.065,Treat all,-0.050083618745330745,O
0.07,Treat all,-0.055729229598800285,O
0.075,Treat all,-0.06143587408311809,O
0.08,Treat all,-0.0672045473118307,O
0.085,Treat all,-0.07303626614960027,O
0.09,Treat all,-0.07893206980976292,O
0.095,Treat all,-0.08489302047169531,O
0.1,Treat all,-0.0909202039187603,O
0.005,Treat none,0.0,O
0.01,Treat none,0.0,O
0.015,Treat none,0.0,O
0.02,Treat none,0.0,O
0.025,Treat none,0.0,O
0.03,Treat none,0.0,O
0.035,Treat none,0.0,O
0.04,Treat none,0.0,O
0.045,Treat none,0.0,O
0.05,Treat none,0.0,O
0.055,Treat none,0.0,O
0.06,Treat none,0.0,O
0.065,Treat none,0.0,O
0.07,Treat none,0.0,O
0.075,Treat none,0.0,O
0.08,Treat none,0.0,O
0.085,Treat none,0.0,O
0.09,Treat none,0.0,O
0.095,Treat none,0.0,O
0.1,Treat none,0.0,O
0.005,O+S,0.013176439740400222,O+S
0.01,O+S,0.009011143119708366,O+S
0.015,O+S,0.0063082071512969495,O+S
0.02,O+S,0.00435319514692748,O+S
0.025,O+S,0.0031710754962015267,O+S
0.03,O+S,0.0015270119858260735,O+S
0.035,O+S,0.000719665953731536,O+S
0.04,O+S,0.0002003596166210357,O+S
