,Feature,Gain
42,FrequencyDispersion_percentile_15,34.869911193847656
0,ageaccel,23.555801391601562
49,ExplainedVar_PC1_percentile_99,22.879589080810547
44,FrequencyDispersion_percentile_85,22.650739669799805
35,F95_means,18.78688621520996
24,RMS_percentile_99,17.717769622802734
39,FrequencyDispersion_means,15.22944164276123
50,ExplainedVar_PC2_stds,15.124225616455078
43,FrequencyDispersion_percentile_50,14.582284927368164
47,ExplainedVar_PC1_stds,13.959641456604004
9,SF12_limitedwork,13.907352447509766
30,PWR_percentile_99,13.013323783874512
46,FrequencyDispersion_percentile_99,12.44534683227539
45,FrequencyDispersion_percentile_95,11.085955619812012
41,FrequencyDispersion_percentile_5,10.632054328918457
23,RMS_percentile_95,10.604500770568848
22,RMS_stds,10.397035598754883
6,SF12_walkblock,10.183773040771484
11,tmethrst,10.131426811218262
2,EDUC,9.722750663757324
37,CentroidFrequency_percentile_5,9.384876251220703
17,MedianZ_MAD_percentile_50,9.322668075561523
26,RangeA_percentile_95,9.305773735046387
4,SF12_vigact,9.045275688171387
12,aerobic,9.023340225219727
3,sit_work,9.014928817749023
48,ExplainedVar_PC1_percentile_85,8.772587776184082
33,F50_percentile_85,8.599469184875488
7,SF12_cut_time,8.482643127441406
34,F50_percentile_99,8.460413932800293
1,bmi,8.410284996032715
25,Path_percentile_15,8.397004127502441
13,lowexer,8.247846603393555
27,RangeB_means,8.223175048828125
14,MedianX_MAD_percentile_50,8.038444519042969
19,MedianDistance_percentile_85,7.896198272705078
8,SF12_phys_accless,7.867242813110352
15,MedianX_MAD_percentile_85,7.7747650146484375
40,FrequencyDispersion_stds,7.744281768798828
16,MedianZ_MAD_means,7.7411298751831055
31,F50_means,7.513134002685547
53,ExplainedVar_PC3_percentile_85,7.4803009033203125
38,CentroidFrequency_percentile_85,7.299993515014648
18,MedianZ_MAD_percentile_99,7.19642448425293
51,ExplainedVar_PC2_percentile_99,7.017970561981201
21,MedianDistance_percentile_99,6.900970458984375
20,MedianDistance_percentile_95,6.814629554748535
55,sem_spm,6.647274971008301
5,SF12_climbone,6.262365818023682
10,SF12_felt_calm,6.225518703460693
36,F95_percentile_99,6.200599670410156
32,F50_stds,6.187021255493164
52,ExplainedVar_PC3_percentile_5,6.010786056518555
54,ExplainedVar_PC3_percentile_99,5.632185935974121
28,RangeB_stds,5.486565589904785
29,MedianFrequency_stds,5.441707134246826
