Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.724,-0.324,0.926,0.004,--,0.996,--,0.996,--,0.996,--,0.996,ref
O+Q,0.984,2.289,1.578,0.003,0.205,0.998,0.220,0.997,0.198,0.997,--,0.996,1.668
S,0.721,0.800,1.134,0.004,--,0.996,--,0.996,--,0.996,--,0.996,0.104
O+S,0.725,-0.004,0.986,0.004,0.000,0.996,--,0.996,--,0.996,--,0.996,0.431
O+Q+S,0.981,1.842,1.455,0.003,0.198,0.998,0.270,0.997,0.000,0.996,0.000,0.996,1.672
