,Feature,Gain
29,ExplainedVar_PC2_stds,29.081687927246094
3,SF12_walkblocks,25.97585105895996
0,ageaccel,25.56671905517578
23,FrequencyDispersion_percentile_5,24.412656784057617
21,FrequencyDispersion_means,18.462125778198242
6,tmethrst,18.451318740844727
4,SF12_walkblock,17.68185043334961
24,FrequencyDispersion_percentile_50,16.200822830200195
25,FrequencyDispersion_percentile_85,15.841489791870117
27,ExplainedVar_PC1_stds,14.655677795410156
26,FrequencyDispersion_percentile_95,14.460325241088867
10,RMS_stds,14.108829498291016
2,SF12_walkmile,13.546356201171875
28,ExplainedVar_PC1_percentile_5,12.238997459411621
11,RMS_percentile_95,12.163512229919434
17,F50_means,11.993441581726074
15,PWR_percentile_95,11.853321075439453
9,MedianX_MAD_percentile_99,11.663397789001465
5,SF12_phys_accless,11.467691421508789
13,PWR_stds,10.876053810119629
19,F50_percentile_99,10.847543716430664
16,PWR_percentile_99,10.706283569335938
22,FrequencyDispersion_stds,10.699633598327637
8,MedianX_MAD_percentile_85,10.646588325500488
14,PWR_percentile_5,10.552959442138672
1,histhtn,10.105729103088379
20,CentroidFrequency_percentile_5,9.92010498046875
7,MedianX_MAD_percentile_15,9.852544784545898
31,mean_spm,9.78432846069336
30,n_winds_norm,8.476380348205566
18,F50_percentile_95,8.237584114074707
12,RangeA_percentile_95,8.087845802307129
