,Feature,Gain
12,SF12_bending,66.01405334472656
6,had_jointyrs_time,54.2166748046875
14,SF12_pain,42.45659637451172
3,weight,31.1456298828125
41,MedianDistance_percentile_95,25.877222061157227
13,SF12_walkmile,25.422100067138672
32,MedianX_MAD_percentile_95,21.744548797607422
42,MedianDistance_percentile_99,20.21894073486328
49,Path_percentile_99,20.11452293395996
21,biking,18.228605270385742
38,MedianDistance_stds,17.056251525878906
11,SF12_vigact,16.80377960205078
90,ExplainedVar_PC2_percentile_15,15.901308059692383
81,FrequencyDispersion_percentile_15,15.613195419311523
4,heightbs,15.105576515197754
50,Area_stds,14.76859188079834
80,FrequencyDispersion_percentile_5,14.058404922485352
17,SF12_felt_down,13.979657173156738
2,bmi,13.952488899230957
66,PWR_means,13.325716018676758
70,F95_stds,13.10694408416748
73,F95_percentile_99,12.936538696289062
7,total_steps_norm,12.624380111694336
84,FrequencyDispersion_percentile_99,12.561508178710938
36,MedianZ_MAD_percentile_85,11.916739463806152
63,MedianFrequency_percentile_85,11.739583969116211
46,Path_stds,11.61863899230957
78,FrequencyDispersion_means,11.582372665405273
25,lifting,11.39154052734375
65,MedianFrequency_percentile_99,11.26688003540039
77,CentroidFrequency_percentile_99,11.259546279907227
43,RMS_percentile_5,11.135980606079102
26,lowexer,11.040947914123535
68,PWR_percentile_95,11.01779556274414
57,RangeB_percentile_15,11.011033058166504
61,MedianFrequency_percentile_15,10.95686149597168
72,F95_percentile_95,10.75033950805664
64,MedianFrequency_percentile_95,10.734779357910156
83,FrequencyDispersion_percentile_95,10.733917236328125
48,Path_percentile_95,10.494074821472168
19,stairclimb,10.421923637390137
89,ExplainedVar_PC2_percentile_5,10.386174201965332
15,SF12_felt_calm,10.336724281311035
27,othrexer,10.275806427001953
96,ExplainedVar_PC3_percentile_50,10.234505653381348
71,F95_percentile_5,10.065674781799316
95,ExplainedVar_PC3_stds,10.03092098236084
9,sit_hometv,10.027416229248047
28,genhealth,9.880595207214355
10,sithome,9.866881370544434
1,ageaccel,9.810332298278809
29,alcuse,9.68935775756836
45,RMS_percentile_99,9.6279296875
74,CentroidFrequency_percentile_5,9.5838623046875
30,MedianX_MAD_percentile_15,9.47732162475586
55,RangeA_percentile_99,9.471354484558105
8,hearing_trouble,9.414509773254395
79,FrequencyDispersion_stds,9.400604248046875
58,RangeB_percentile_95,9.374919891357422
67,PWR_stds,9.30723762512207
23,swim,9.304683685302734
97,ExplainedVar_PC3_percentile_99,9.298750877380371
33,MedianX_MAD_percentile_99,9.283177375793457
39,MedianDistance_percentile_15,9.279704093933105
88,ExplainedVar_PC2_stds,9.26469612121582
20,running,9.162445068359375
52,Area_percentile_85,9.148457527160645
87,ExplainedVar_PC1_percentile_99,9.042559623718262
69,PWR_percentile_99,9.025574684143066
51,Area_percentile_15,8.95240592956543
91,ExplainedVar_PC2_percentile_50,8.883856773376465
18,tmethrst,8.802454948425293
5,EDUC,8.792264938354492
94,ExplainedVar_PC3_means,8.775556564331055
59,MedianFrequency_means,8.764504432678223
37,MedianZ_MAD_percentile_99,8.751144409179688
53,Area_percentile_99,8.737747192382812
47,Path_percentile_85,8.684412002563477
99,mean_std_spm,8.638276100158691
85,ExplainedVar_PC1_stds,8.573552131652832
16,SF12_energy,8.550453186035156
0,RACE,8.392733573913574
75,CentroidFrequency_percentile_15,8.322545051574707
56,RangeB_stds,8.30713176727295
98,n_winds_norm,8.232633590698242
34,MedianZ_MAD_percentile_5,8.185599327087402
22,jogging,8.179375648498535
82,FrequencyDispersion_percentile_85,8.076780319213867
62,MedianFrequency_percentile_50,7.710658550262451
35,MedianZ_MAD_percentile_15,7.609504699707031
100,sem_spm,7.598781108856201
24,walking,7.570195198059082
31,MedianX_MAD_percentile_85,7.4890666007995605
92,ExplainedVar_PC2_percentile_85,7.424642086029053
86,ExplainedVar_PC1_percentile_95,7.3233866691589355
76,CentroidFrequency_percentile_50,7.015799522399902
44,RMS_percentile_50,6.888040065765381
93,ExplainedVar_PC2_percentile_95,6.6112871170043945
40,MedianDistance_percentile_50,6.592869281768799
54,RangeA_percentile_5,6.437727451324463
60,MedianFrequency_stds,6.419769287109375
