,Feature,Gain
1,ageaccel,15.33280086517334
2,bmi,13.966813087463379
5,heightbs,4.851743698120117
7,had_jointyrs_time,4.653131008148193
11,had_parkyrs_time,4.594357490539551
4,weight,4.35391902923584
6,EDUC,3.6059296131134033
9,total_steps_norm,3.52321720123291
0,RACE,3.3349170684814453
10,n_days_wear,2.8447649478912354
3,histhtn,2.843268871307373
8,had_strokeyears_time,1.98069429397583
