Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.550,0.200,1.047,0.006,--,0.993,--,0.993,--,0.993,--,0.993,ref
O+Q,0.508,-1.348,0.735,0.006,--,0.993,--,0.993,--,0.993,--,0.993,-0.365
S,0.595,9.045,2.822,0.006,--,0.993,--,0.993,--,0.993,--,0.993,0.003
O+S,0.629,5.776,2.170,0.006,--,0.993,--,0.993,--,0.993,--,0.993,0.149
O+Q+S,0.725,1.426,1.315,0.006,--,0.993,--,0.993,--,0.993,--,0.993,0.731
