,Feature,Gain
0,ageaccel,17.70290756225586
13,SF12_cut_time,14.334331512451172
12,SF12_walkblock,14.153010368347168
15,SF12_limitedwork,9.28014087677002
14,SF12_phys_accless,8.747970581054688
18,tmethrst,8.487936019897461
21,aerobic,7.181734561920166
8,SF12_vigact,6.939397811889648
1,bmi,6.939140319824219
9,SF12_climbone,6.709751129150391
3,EDUC,6.614492416381836
6,sit_work,6.265932083129883
11,SF12_walkblocks,6.166528701782227
25,genhealth,5.914236068725586
19,walkpace,5.849553108215332
5,total_steps_norm,5.810355186462402
22,walking,5.31941032409668
16,SF12_felt_calm,5.224294662475586
7,sit_hometv,4.657458782196045
23,lowexer,4.562673091888428
26,first_fall_pre,4.50832462310791
4,had_jointyrs_time,4.460290431976318
10,SF12_bending,4.168686389923096
17,SF12_energy,4.138415336608887
2,weight,4.068522930145264
20,swim,4.06688117980957
27,n_falls_pre,4.016239166259766
24,othrexer,3.561896562576294
