Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.757,0.568,1.120,0.057,0.155,0.973,0.245,0.955,0.280,0.948,0.287,0.943,ref
O+Q,0.834,0.693,1.172,0.047,0.211,0.977,0.343,0.967,0.451,0.960,0.521,0.955,0.729
S,0.736,0.811,1.200,0.057,0.145,0.964,0.255,0.958,0.355,0.950,0.427,0.945,-0.129
O+S,0.776,0.720,1.167,0.055,0.175,0.973,0.273,0.960,0.349,0.952,0.405,0.947,0.275
O+Q+S,0.836,0.739,1.187,0.047,0.215,0.976,0.351,0.968,0.456,0.961,0.537,0.957,0.715
