Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.647,0.809,1.100,0.016,0.017,1.000,0.025,0.991,0.032,0.985,--,0.983,ref
O+Q,0.674,1.100,1.169,0.016,0.017,1.000,0.027,0.991,0.033,0.985,0.000,0.983,0.047
S,0.584,-1.871,0.489,0.016,0.017,0.991,0.022,0.988,0.013,0.983,0.000,0.983,-0.298
O+S,0.605,-0.400,0.821,0.016,0.017,1.000,0.024,0.989,0.041,0.985,0.000,0.983,-0.097
O+Q+S,0.640,-0.015,0.910,0.016,0.017,1.000,0.026,0.991,0.030,0.985,0.000,0.983,0.023
