,Feature,Gain
13,SF12_bending,89.28707122802734
6,had_jointyrs_time,54.407840728759766
18,SF12_pain,41.43907928466797
3,weight,37.4501953125
52,Path_percentile_99,22.16493797302246
14,SF12_walkmile,20.1060848236084
39,MedianX_MAD_percentile_95,18.128076553344727
11,SF12_vigact,17.544981002807617
26,biking,15.921616554260254
48,MedianDistance_percentile_99,15.036727905273438
21,SF12_felt_down,14.055055618286133
105,ExplainedVar_PC2_percentile_15,13.358476638793945
31,lifting,13.28193473815918
86,F95_percentile_95,13.108642578125
2,bmi,12.996606826782227
59,RangeA_percentile_5,12.654911041259766
7,total_steps_norm,11.979941368103027
4,heightbs,11.933598518371582
29,aerobic,11.827278137207031
17,SF12_diff_work,11.76669979095459
80,F50_percentile_85,11.724419593811035
95,FrequencyDispersion_percentile_15,11.699213981628418
69,MedianFrequency_percentile_85,11.465560913085938
47,MedianDistance_percentile_95,11.40814208984375
92,CentroidFrequency_percentile_99,11.307771682739258
102,ExplainedVar_PC1_percentile_99,11.30405044555664
99,FrequencyDispersion_percentile_99,11.207170486450195
27,jogging,10.927633285522461
77,PWR_percentile_95,10.922991752624512
66,RangeB_percentile_15,10.767577171325684
112,ExplainedVar_PC3_percentile_95,10.717838287353516
88,CentroidFrequency_stds,10.707688331604004
5,EDUC,10.685846328735352
19,SF12_felt_calm,10.46159553527832
82,F95_stds,10.447615623474121
34,genhealth,10.397061347961426
32,lowexer,10.256516456604004
1,ageaccel,10.218260765075684
109,ExplainedVar_PC3_means,10.130448341369629
104,ExplainedVar_PC2_percentile_5,10.012054443359375
56,Area_percentile_95,9.860562324523926
24,stairclimb,9.763948440551758
49,RMS_percentile_5,9.645702362060547
91,CentroidFrequency_percentile_85,9.404075622558594
37,MedianX_MAD_percentile_5,9.365731239318848
73,PWR_stds,9.330552101135254
106,ExplainedVar_PC2_percentile_50,9.328899383544922
87,F95_percentile_99,9.248061180114746
51,Path_percentile_95,9.215178489685059
111,ExplainedVar_PC3_percentile_50,9.189924240112305
70,MedianFrequency_percentile_95,9.124265670776367
33,othrexer,9.115988731384277
28,swim,9.105021476745605
61,RangeA_percentile_85,9.101758003234863
41,MedianZ_MAD_percentile_5,9.088117599487305
15,SF12_walkblock,9.079036712646484
78,PWR_percentile_99,9.06368350982666
110,ExplainedVar_PC3_stds,9.052000999450684
45,MedianDistance_percentile_50,9.02731704711914
23,tmethrst,8.960349082946777
25,running,8.889973640441895
38,MedianX_MAD_percentile_15,8.863835334777832
83,F95_percentile_5,8.815164566040039
94,FrequencyDispersion_percentile_5,8.791379928588867
116,mean_std_spm,8.776337623596191
114,n_winds_norm,8.730501174926758
20,SF12_energy,8.726225852966309
96,FrequencyDispersion_percentile_50,8.662861824035645
97,FrequencyDispersion_percentile_85,8.653278350830078
107,ExplainedVar_PC2_percentile_95,8.630667686462402
100,ExplainedVar_PC1_percentile_5,8.588257789611816
12,SF12_modact,8.522502899169922
22,SF12year,8.509049415588379
50,Path_stds,8.456147193908691
63,RangeA_percentile_99,8.352540969848633
35,alcuse,8.342771530151367
40,MedianX_MAD_percentile_99,8.335538864135742
68,MedianFrequency_percentile_15,8.28219223022461
54,Area_stds,8.255050659179688
55,Area_percentile_85,8.242700576782227
103,ExplainedVar_PC2_stds,8.238566398620605
84,F95_percentile_15,8.13657283782959
0,RACE,8.115435600280762
113,ExplainedVar_PC3_percentile_99,8.113045692443848
71,MedianFrequency_percentile_99,8.061565399169922
65,RangeB_stds,8.011163711547852
108,ExplainedVar_PC2_percentile_99,8.010575294494629
16,SF12_bath,7.902584075927734
43,MedianZ_MAD_percentile_95,7.866093158721924
72,PWR_means,7.762379169464111
85,F95_percentile_50,7.741964340209961
10,sithome,7.719179630279541
8,hearing_trouble,7.587531089782715
53,Area_means,7.572353839874268
30,walking,7.5298380851745605
67,MedianFrequency_percentile_5,7.445904731750488
42,MedianZ_MAD_percentile_85,7.422340393066406
36,first_fall_pre,7.396005153656006
57,Area_percentile_99,7.38632869720459
44,MedianDistance_percentile_5,7.371248245239258
101,ExplainedVar_PC1_percentile_85,7.354630470275879
62,RangeA_percentile_95,7.35049295425415
81,F50_percentile_99,7.283349990844727
9,sit_hometv,7.257007598876953
89,CentroidFrequency_percentile_5,7.247360706329346
98,FrequencyDispersion_percentile_95,7.016232967376709
58,RangeA_means,7.01063346862793
76,PWR_percentile_85,6.87898063659668
115,mean_spm,6.83750581741333
93,FrequencyDispersion_stds,6.829356670379639
74,PWR_percentile_15,6.753566265106201
46,MedianDistance_percentile_85,6.580533504486084
90,CentroidFrequency_percentile_15,6.577790260314941
60,RangeA_percentile_50,6.110125541687012
75,PWR_percentile_50,6.0725884437561035
79,F50_percentile_50,6.05084228515625
64,RangeB_means,5.721443176269531
