,Feature,Gain
42,ExplainedVar_PC1_percentile_95,241.21034240722656
43,ExplainedVar_PC1_percentile_99,161.50881958007812
0,ageaccel,109.42680358886719
49,ExplainedVar_PC2_percentile_99,97.8893051147461
7,total_steps_norm,86.31716918945312
28,F95_means,69.33733367919922
48,ExplainedVar_PC2_percentile_95,55.828643798828125
47,ExplainedVar_PC2_percentile_85,54.10319137573242
39,FrequencyDispersion_percentile_95,37.2056999206543
29,F95_percentile_99,25.879072189331055
13,MedianDistance_percentile_99,23.368789672851562
27,F50_percentile_99,22.784976959228516
34,FrequencyDispersion_means,20.923091888427734
44,ExplainedVar_PC2_means,20.189971923828125
38,FrequencyDispersion_percentile_85,20.135211944580078
37,FrequencyDispersion_percentile_50,19.853900909423828
12,MedianZ_MAD_percentile_5,19.47629165649414
22,MedianFrequency_percentile_95,16.651775360107422
26,F50_percentile_15,16.553024291992188
11,MedianX_MAD_percentile_99,15.722628593444824
20,RangeB_percentile_99,15.719033241271973
2,histhtn,15.308658599853516
1,bmi,14.144760131835938
45,ExplainedVar_PC2_stds,14.027254104614258
36,FrequencyDispersion_percentile_5,12.29314136505127
53,n_winds_norm,12.21311092376709
6,had_strokeyears_time,12.184021949768066
32,CentroidFrequency_percentile_50,12.040949821472168
16,RMS_percentile_99,11.947633743286133
23,MedianFrequency_percentile_99,11.482317924499512
15,RMS_percentile_85,11.368918418884277
55,mean_std_spm,11.105277061462402
31,CentroidFrequency_percentile_15,10.857463836669922
51,ExplainedVar_PC3_percentile_50,10.640512466430664
35,FrequencyDispersion_stds,10.556577682495117
3,weight,10.270624160766602
56,sem_spm,10.239912033081055
54,mean_spm,10.1575927734375
30,CentroidFrequency_stds,10.157172203063965
21,MedianFrequency_stds,10.11788558959961
40,ExplainedVar_PC1_stds,10.095396041870117
10,MedianX_MAD_percentile_95,10.017923355102539
9,MedianX_MAD_percentile_85,9.979145050048828
33,CentroidFrequency_percentile_95,9.908000946044922
8,MedianX_MAD_percentile_5,9.902061462402344
25,PWR_percentile_99,9.81850528717041
50,ExplainedVar_PC3_percentile_15,9.520069122314453
18,Area_percentile_99,9.392596244812012
5,had_jointyrs_time,9.295220375061035
14,RMS_percentile_50,9.286150932312012
24,PWR_stds,9.179059982299805
19,RangeA_percentile_99,8.773870468139648
57,had_parkyrs_time,8.608972549438477
17,Area_percentile_15,7.838585376739502
41,ExplainedVar_PC1_percentile_15,7.537034034729004
46,ExplainedVar_PC2_percentile_15,7.270750045776367
4,heightbs,7.066067218780518
52,ExplainedVar_PC3_percentile_99,6.711625099182129
