,Feature,Gain
19,RMS_percentile_85,42.70573043823242
4,SF12_modact,32.67219924926758
10,SF12_phys_accless,31.709747314453125
22,RangeA_stds,28.884082794189453
20,Area_percentile_85,26.6705322265625
0,ageaccel,25.72804832458496
9,SF12_cut_time,24.988271713256836
8,SF12_walkblocks,24.727798461914062
18,RMS_stds,23.375385284423828
6,SF12_bending,21.458650588989258
21,Area_percentile_95,17.861955642700195
7,SF12_walkmile,16.945690155029297
12,SF12_pain,16.39571762084961
23,RangeA_percentile_85,15.332399368286133
17,MedianDistance_stds,13.207754135131836
24,RangeB_means,12.525768280029297
3,hearing_trouble,12.32947826385498
14,SF12_soc_act,12.215399742126465
2,histhtn,10.727590560913086
28,F95_percentile_50,10.266791343688965
15,MedianZ_MAD_percentile_95,9.97050952911377
32,ExplainedVar_PC3_percentile_95,9.7721529006958
31,ExplainedVar_PC2_percentile_95,9.369606018066406
11,SF12_limitedwork,9.132404327392578
13,SF12_felt_calm,9.032708168029785
16,MedianZ_MAD_percentile_99,8.782681465148926
26,F50_percentile_15,8.643712997436523
1,bmi,8.509334564208984
30,FrequencyDispersion_percentile_99,8.475971221923828
27,F95_stds,8.431755065917969
33,mean_spm,7.948940277099609
29,CentroidFrequency_percentile_15,7.713387489318848
5,SF12_climbone,7.429193496704102
25,MedianFrequency_percentile_85,4.179638862609863
