,Feature,Gain
5,had_jointyrs_time,55.820369720458984
2,weight,40.78251647949219
7,MedianX_MAD_stds,28.288000106811523
9,MedianX_MAD_percentile_95,24.914703369140625
1,bmi,24.00765609741211
35,CentroidFrequency_percentile_99,23.180452346801758
33,F95_percentile_99,22.995058059692383
38,FrequencyDispersion_percentile_15,21.61629295349121
17,Path_percentile_99,18.38819694519043
13,MedianDistance_percentile_95,17.6621036529541
14,MedianDistance_percentile_99,16.897838592529297
32,F95_percentile_95,16.39628791809082
26,MedianFrequency_percentile_99,16.182281494140625
30,PWR_percentile_95,15.9498291015625
39,FrequencyDispersion_percentile_50,15.852659225463867
3,heightbs,15.413575172424316
41,FrequencyDispersion_percentile_95,15.13531494140625
46,ExplainedVar_PC2_percentile_99,14.60579776763916
27,PWR_means,14.552813529968262
50,ExplainedVar_PC3_percentile_99,13.085590362548828
45,ExplainedVar_PC2_percentile_50,12.651009559631348
43,ExplainedVar_PC1_percentile_99,12.535384178161621
11,MedianZ_MAD_percentile_99,12.003044128417969
4,EDUC,11.834953308105469
15,Path_stds,11.760005950927734
37,FrequencyDispersion_stds,11.72250747680664
34,CentroidFrequency_percentile_85,11.618867874145508
28,PWR_stds,11.564990997314453
8,MedianX_MAD_percentile_15,11.542562484741211
18,Area_stds,11.398695945739746
51,mean_spm,11.356971740722656
23,RangeB_percentile_15,11.227157592773438
20,Area_percentile_85,10.961706161499023
0,ageaccel,10.911526679992676
21,RangeA_percentile_5,10.908363342285156
44,ExplainedVar_PC2_percentile_15,10.777225494384766
42,FrequencyDispersion_percentile_99,10.654559135437012
10,MedianX_MAD_percentile_99,10.6422700881958
47,ExplainedVar_PC3_means,10.517000198364258
6,total_steps_norm,10.352143287658691
49,ExplainedVar_PC3_percentile_95,10.296979904174805
24,RangeB_percentile_85,10.139925956726074
40,FrequencyDispersion_percentile_85,9.933868408203125
48,ExplainedVar_PC3_percentile_50,9.803779602050781
19,Area_percentile_5,9.31048583984375
29,PWR_percentile_50,9.185044288635254
22,RangeA_percentile_99,8.815009117126465
25,MedianFrequency_percentile_50,8.7732515335083
36,FrequencyDispersion_means,8.571127891540527
12,MedianDistance_percentile_15,8.332114219665527
52,mean_std_spm,8.298995971679688
53,sem_spm,8.111909866333008
31,F95_stds,7.547257423400879
16,Path_percentile_85,7.299281120300293
